token	pos	lemma
./aires1752.txt:entendimento	NOM	entendimento
./aires1752.txt:esquecimento	NOM	esquecimento
./aires1752.txt:merecimento	NOM	merecimento
./aires1752.txt:pensamento	NOM	pensamento
./aires1752.txt:sofri-mento	NOM	<unknown>
./aires1752.txt:merecimento	NOM	merecimento
./aires1752.txt:movimento	NOM	movimento
./aires1752.txt:atrevimento	NOM	atrevimento
./aires1752.txt:sentimento	NOM	sentimento
./aires1752.txt:tormento	NOM	tormento
./aires1752.txt:movimento	NOM	movimento
./aires1752.txt:tormento	NOM	tormento
./aires1752.txt:pensamento	NOM	<unknown>
./aires1752.txt:contentamento	NOM	<unknown>
./aires1752.txt:sentimento	NOM	sentimento
./aires1752.txt:esquecimento	NOM	esquecimento
./aires1752.txt:documento	NOM	documentar
./aires1752.txt:argumento	NOM	argumento
./aires1752.txt:argumento	NOM	argumento
./aires1752.txt:fundamento	NOM	fundamento
./aires1752.txt:arrependimento	NOM	arrependimento
./aires1752.txt:arrependimento	NOM	arrependimento
./aires1752.txt:instrumento	NOM	instrumento
./aires1752.txt:merecimento	NOM	merecimento
./aires1752.txt:vencimento	NOM	vencimento
./aires1752.txt:movimento	NOM	movimento
./aires1752.txt:sentimento	NOM	sentimento
./aires1752.txt:sentimento	NOM	sentimento
./aires1752.txt:contentamento	NOM	contentamento
./aires1752.txt:pensamento	NOM	pensamento
./aires1752.txt:entendimento	NOM	entendimento
./aires1752.txt:entendimento	NOM	entendimento
./aires1752.txt:entendimento	NOM	entendimento
./aires1752.txt:movimento	NOM	movimento
./aires1752.txt:firmamento	NOM	firmamento
./aires1752.txt:nascimento	NOM	nascimento
./aires1752.txt:nascimento	NOM	nascimento
./aires1752.txt:nascimento	NOM	nascimento
./aires1752.txt:movimento	NOM	movimento
./aires1752.txt:nascimento	NOM	nascimento
./aires1752.txt:esquecimento	NOM	esquecimento
./aires1752.txt:fundamento	NOM	<unknown>
./aires1752.txt:contentamento	NOM	<unknown>
./aires1752.txt:movimento	NOM	movimento
./aires1752.txt:contentamento	NOM	contentamento
./aires1752.txt:temperamento	NOM	temperamento
./aires1752.txt:contentamento	NOM	contentamento
./aires1752.txt:instrumento	NOM	instrumento
./aires1752.txt:merecimento	NOM	merecimento
./aires1752.txt:pensamento	NOM	pensamento
./aires1752.txt:contentamento	NOM	contentamento
./aires1752.txt:contentamento	NOM	contentamento
./aires1752.txt:contentamento	NOM	contentamento
./aires1752.txt:tormento	NOM	tormento
./aires1752.txt:movimento	NOM	movimento
./aires1752.txt:polimento	NOM	polimento
./aires1752.txt:divertimento	NOM	divertimento
./aires1752.txt:tormento	NOM	tormento
./aires1752.txt:contentamento	NOM	contentamento
./aires1752.txt:movimento	NOM	<unknown>
./aires1752.txt:entendimento	NOM	entendimento
./aires1752.txt:divertimento	NOM	divertimento
./aires1752.txt:contentamento	NOM	contentamento
./aires1752.txt:movimento	NOM	movimento
./aires1752.txt:movimento	NOM	movimento
./aires1752.txt:movimento	NOM	movimento
./aires1752.txt:movimento	NOM	movimento
./aires1752.txt:instrumento	NOM	instrumento
./aires1752.txt:movimento	NOM	movimento
./aires1752.txt:esquecimento	NOM	esquecimento
./aires1752.txt:merecimento	NOM	merecimento
./aires1752.txt:tormento	NOM	tormento
./aires1752.txt:pensamento	NOM	pensamento
./aires1752.txt:entendimento	NOM	entendimento
./aires1752.txt:esquecimento	NOM	esquecimento
./aires1752.txt:entendimento	NOM	entendimento
./aires1752.txt:conhecimento	NOM	conhecimento
./aires1752.txt:pensamento	NOM	pensamento
./aires1752.txt:conhecimento	NOM	conhecimento
./aires1752.txt:aborrecimento	NOM	aborrecimento
./aires1752.txt:movimento	NOM	movimento
./aires1752.txt:merecimento	NOM	merecimento
./aires1752.txt:merecimento	NOM	merecimento
./aires1752.txt:merecimento	NOM	merecimento
./aires1752.txt:argumento	NOM	argumento
./aires1752.txt:sofrimento	NOM	sofrimento
./aires1752.txt:instrumento	NOM	<unknown>
./aires1752.txt:merecimento	NOM	merecimento
./aires1752.txt:monumento	NOM	monumento
./aires1752.txt:entendimento	NOM	<unknown>
./aires1752.txt:pensamento	NOM	pensamento
./aires1752.txt:merecimento	NOM	merecimento
./aires1752.txt:vencimento	NOM	<unknown>
./aires1752.txt:argumento	NOM	argumento
./aires1752.txt:pensamento	NOM	pensamento
./aires1752.txt:fingimento	NOM	fingimento
./aires1752.txt:movimento	NOM	movimento
./aires1752.txt:firmamento	NOM	firmamento
./aires1752.txt:movimento	NOM	movimento
./aires1752.txt:conhecimento	NOM	conhecimento
./aires1752.txt:instrumento	NOM	instrumento
./aires1752.txt:pensamento	NOM	pensamento
./aires1752.txt:fingimento	NOM	fingimento
./aires1752.txt:tormento	NOM	tormento
./aires1752.txt:sacramento	NOM	sacramento
./aires1752.txt:pensamento	NOM	pensamento
./aires1752.txt:tormento	NOM	tormento
./aires1752.txt:pensamento	NOM	pensamento
./aires1752.txt:consentimento	NOM	consentimento
./aires1752.txt:pensamento	NOM	pensamento
./aires1752.txt:entendimento	NOM	entendimento
./aires1752.txt:entendimento	NOM	entendimento
./aires1752.txt:entendimento	NOM	entendimento
./aires1752.txt:merecimento	NOM	merecimento
./aires1752.txt:merecimento	NOM	merecimento
./aires1752.txt:merecimento	NOM	merecimento
./aires1752.txt:pensamento	NOM	pensamento
./aires1752.txt:pensamento	NOM	pensamento
./aires1752.txt:medicamento	NOM	medicamento
./aires1752.txt:miserávelinstrumento	NOM	<unknown>
./aires1752.txt:Parlamento	NOM	parlamento
./aires1752.txt:Parlamento	NOM	parlamento
./aires1752.txt:Parlamento	NOM	parlamento
./aires1752.txt:instrumento	NOM	instrumento
./aires1752.txt:argumento	NOM	argumento
./aires1752.txt:fingimento	NOM	fingimento
./aires1752.txt:conhecimento	NOM	conhecimento
./aires1752.txt:vencimento	NOM	vencimento
./aires1752.txt:instrumento	NOM	instrumento
./aires1752.txt:conhecimento	NOM	conhecimento
./aires1752.txt:conhecimento	NOM	conhecimento
./aires1752.txt:instrumento	NOM	instrumento
./aires1752.txt:merecimento	NOM	merecimento
./aires1752.txt:merecimento	NOM	merecimento
./aires1752.txt:entendimento	NOM	entendimento
./aires1752.txt:conhecimento	NOM	conhecimento
./aires1752.txt:merecimento	NOM	merecimento
./aires1752.txt:pensamento	NOM	pensamento
./aires1752.txt:instrumento	NOM	instrumento
./aires1752.txt:merecimento	NOM	merecimento
./aires1752.txt:conhecimento	NOM	<unknown>
./aires1752.txt:esquecimento	NOM	esquecimento
./aires1752.txt:movimento	NOM	movimento
./aires1752.txt:entendimento	NOM	entendimento
./aires1752.txt:entendimento	NOM	entendimento
./aires1752.txt:entendimento	NOM	entendimento
./aires1752.txt:entendimento	NOM	entendimento
./aires1752.txt:entendimento	NOM	entendimento
./aires1752.txt:entendimento	NOM	entendimento
./aires1752.txt:divertimento	NOM	divertimento
./aires1752.txt:merecimento	NOM	merecimento
./aires1752.txt:encarecimento	NOM	encarecimento
./aires1752.txt:conhecimento	NOM	conhecimento
./aires1752.txt:abatimento	NOM	abatimento
./aires1752.txt:merecimento	NOM	merecimento
./aires1752.txt:pensamento	NOM	pensamento
./aires1752.txt:movimento	NOM	movimento
./aires1752.txt:pensamento	NOM	pensamento
./aires1752.txt:pensamento	NOM	pensamento
./aires1752.txt:conhecimento	NOM	conhecimento
./aires1752.txt:movimento	NOM	movimento
./aires1752.txt:desvanecimento	NOM	desvanecimento
./aires1752.txt:contentamento	NOM	contentamento
./aires1752.txt:movimento	NOM	movimento
./aires1752.txt:movimento	NOM	movimento
./aires1752.txt:movimento	NOM	movimento
./aires1752.txt:fundamento	NOM	fundamento
./aires1752.txt:alimento	NOM	alimento
./aires1752.txt:alimento	NOM	alimento
./aires1752.txt:argumento	NOM	argumento
./aires1752.txt:nascimento	NOM	nascimento
./aires1752.txt:movimento	NOM	movimento
./aires1752.txt:vencimento	NOM	vencimento
./aires1752.txt:merecimento	NOM	merecimento
./aires1752.txt:instrumento	NOM	instrumento
./aires1752.txt:nascimento	NOM	nascimento
./aires1752.txt:divertimento	NOM	divertimento
./aires1752.txt:merecimento	NOM	merecimento
./aires1752.txt:argumento	NOM	argumento
./aires1752.txt:pensamento	NOM	pensamento
./aires1752.txt:movimento	NOM	movimento
./aires1752.txt:movimento	NOM	movimento
./aires1752.txt:alimento	NOM	alimento
./aires1752.txt:merecimento	NOM	merecimento
./aires1752.txt:merecimento	NOM	merecimento
./aires1752.txt:luzimento	NOM	luzimento
./aires1752.txt:argumento	NOM	argumento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:reconhecimento	NOM	reconhecimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:merecimento	NOM	merecimento
./alencar1857.txt:juramento	NOM	juramento
./alencar1857.txt:juramento	NOM	juramento
./alencar1857.txt:juramento	NOM	juramento
./alencar1857.txt:fragmento	NOM	fragmento
./alencar1857.txt:juramento	NOM	juramento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:contentamento	NOM	contentamento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:estremecimento	NOM	estremecimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:estouvamento	NOM	estouvamento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:recolhimento	NOM	recolhimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:acontecimento	NOM	acontecimento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:sofrimento	NOM	sofrimento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:acontecimento	NOM	acontecimento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:casamento	NOM	casamento
./alencar1857.txt:ardimento	NOM	ardimento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:cimento	NOM	cimento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:reconhecimento	NOM	reconhecimento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:acanhamento	NOM	acanhamento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:acontecimento	NOM	acontecimento
./alencar1857.txt:comprimento	NOM	comprimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:acontecimento	NOM	acontecimento
./alencar1857.txt:desfalecimento	NOM	desfalecimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:ferimento	NOM	ferimento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:instrumento	NOM	instrumento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:contentamento	NOM	contentamento
./alencar1857.txt:testamento	NOM	testamento
./alencar1857.txt:testamento	NOM	testamento
./alencar1857.txt:juramento	NOM	juramento
./alencar1857.txt:testamento	NOM	testamento
./alencar1857.txt:comprimento	NOM	comprimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:acolhimento	NOM	acolhimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:deslumbramento	NOM	deslumbramento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:reconhecimento	NOM	reconhecimento
./alencar1857.txt:reconhecimento	NOM	reconhecimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:regimento	NOM	regimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:regimento	NOM	regimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:testamento	NOM	testamento
./alencar1857.txt:testamento	NOM	testamento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:atrevimento	NOM	atrevimento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:seguimento	NOM	seguimento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:reconhecimento	NOM	reconhecimento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:pressentimento	NOM	pressentimento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:ressentimento	NOM	ressentimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:juramento	NOM	juramento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:juramento	NOM	juramento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:sofrimento	NOM	sofrimento
./alencar1857.txt:acolhimento	NOM	acolhimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:procedimento	NOM	procedimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:testamento	NOM	testamento
./alencar1857.txt:testamento	NOM	testamento
./alencar1857.txt:documento	NOM	documento
./alencar1857.txt:testamento	NOM	testamento
./alencar1857.txt:nascimento	NOM	nascimento
./alencar1857.txt:juramento	NOM	juramento
./alencar1857.txt:testamento	NOM	testamento
./alencar1857.txt:testamento	NOM	testamento
./alencar1857.txt:procedimento	NOM	procedimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:pressentimento	NOM	pressentimento
./alencar1857.txt:pressentimento	NOM	pressentimento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:esquecimento	NOM	esquecimento
./alencar1857.txt:ressentimento	NOM	ressentimento
./alencar1857.txt:juramento	NOM	juramento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:isolamento	NOM	isolamento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:acompanhamento	NOM	acompanhamento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:descontentamento	NOM	descontentamento
./alencar1857.txt:conhecimento	NOM	conhecimento
./alencar1857.txt:descontentamento	NOM	descontentamento
./alencar1857.txt:emprazamento	NOM	emprazamento
./alencar1857.txt:desapontamento	NOM	desapontamento
./alencar1857.txt:divertimento	NOM	divertimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:ardimento	NOM	ardimento
./alencar1857.txt:reconhecimento	NOM	reconhecimento
./alencar1857.txt:instrumento	NOM	instrumento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:juramento	NOM	juramento
./alencar1857.txt:juramento	NOM	juramento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:amortecimento	NOM	amortecimento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:oferecimento	NOM	oferecimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:desaparecimento	NOM	desaparecimento
./alencar1857.txt:aparecimento	NOM	aparecimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:pressentimento	NOM	pressentimento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:pavimento	NOM	pavimento
./alencar1857.txt:juramento	NOM	juramento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:pavimento	NOM	pavimento
./alencar1857.txt:julgamento	NOM	julgamento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:atordoamento	NOM	atordoamento
./alencar1857.txt:juramento	NOM	juramento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:alimento	NOM	alimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:pavimento	NOM	pavimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:juramento	NOM	juramento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:sofrimento	NOM	sofrimento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:acontecimento	NOM	acontecimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:cumprimento	NOM	cumprimento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:cumprimento	NOM	cumprimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:instrumento	NOM	instrumento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:alimento	NOM	alimento
./alencar1857.txt:contentamento	NOM	contentamento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:instrumento	NOM	instrumento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:descontentamento	NOM	descontentamento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:argumento	NOM	argumento
./alencar1857.txt:fragmento	NOM	fragmento
./alencar1857.txt:arrependimento	NOM	arrependimento
./alencar1857.txt:arrependimento	NOM	arrependimento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:reconhecimento	NOM	reconhecimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:pensamento	NOM	pensamento
./alencar1857.txt:instrumento	NOM	instrumento
./alencar1857.txt:aparecimento	NOM	aparecimento
./alencar1857.txt:sentimento	NOM	sentimento
./alencar1857.txt:oferecimento	NOM	oferecimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:reconhecimento	NOM	reconhecimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:procedimento	NOM	procedimento
./alencar1857.txt:movimento	NOM	movimento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:reconhecimento	NOM	reconhecimento
./alencar1857.txt:instrumento	NOM	instrumento
./alencar1857.txt:momento	NOM	momento
./alencar1857.txt:pensamento	NOM	pensamento
